Daerah,Tahun,Bulan,Produksi (Ton)
Kabupaten Tuban,2019,Februari,31711.65
Kabupaten Tuban,2019,Maret,71450.23
Kabupaten Tuban,2019,April,148962.42
Kabupaten Tuban,2019,Mei,33837.62
Kabupaten Tuban,2019,Juni,18807.73
Kabupaten Tuban,2019,Juli,37182.33
Kabupaten Tuban,2019,Agustus,26291.91
Kabupaten Tuban,2019,September,23968.36
Kabupaten Tuban,2019,Oktober,76271.47
Kabupaten Tuban,2019,November,22577.47
Kabupaten Tuban,2019,Desember,8696.46
Kabupaten Tuban,2020,Januari,17397.72
Kabupaten Tuban,2020,Februari,34158.25
Kabupaten Tuban,2020,Maret,57925.04
Kabupaten Tuban,2020,April,116423.68
Kabupaten Tuban,2020,Mei,74831.23
Kabupaten Tuban,2020,Juni,22086.2
Kabupaten Tuban,2020,Juli,27552.03
Kabupaten Tuban,2020,Agustus,34942.52
Kabupaten Tuban,2020,September,36898.93
Kabupaten Tuban,2020,Oktober,62061.8
Kabupaten Tuban,2020,November,19282.1
Kabupaten Tuban,2020,Desember,3494.38
Kabupaten Tuban,2021,Januari,26280.91
Kabupaten Tuban,2021,Februari,29371.56
Kabupaten Tuban,2021,Maret,117522.51
Kabupaten Tuban,2021,April,102133.26
Kabupaten Tuban,2021,Mei,18699.85
Kabupaten Tuban,2021,Juni,17777.26
Kabupaten Tuban,2021,Juli,40517.56
Kabupaten Tuban,2021,Agustus,18113.74
Kabupaten Tuban,2021,September,39225.7
Kabupaten Tuban,2021,Oktober,63817.05
Kabupaten Tuban,2021,November,12523.29
Kabupaten Tuban,2021,Desember,3435.93
Kabupaten Tuban,2022,Januari,31883.19
Kabupaten Tuban,2022,Februari,37297.72
Kabupaten Tuban,2022,Maret,152502.65
Kabupaten Tuban,2022,April,69187.04
Kabupaten Tuban,2022,Mei,14111.89
Kabupaten Tuban,2022,Juni,13615.72
Kabupaten Tuban,2022,Juli,43070.89
Kabupaten Tuban,2022,Agustus,17992.41
Kabupaten Tuban,2022,September,47241.93
Kabupaten Tuban,2022,Oktober,46944.86
Kabupaten Tuban,2022,November,19675.98
Kabupaten Tuban,2022,Desember,5414.31
Kabupaten Tuban,2023,Januari,32714.42
Kabupaten Tuban,2023,Februari,60401.05
Kabupaten Tuban,2023,Maret,164251.75
Kabupaten Tuban,2023,April,25735.29
Kabupaten Tuban,2023,Mei,19460.59
Kabupaten Tuban,2023,Juni,41717.0
Kabupaten Tuban,2023,Juli,33755.08
Kabupaten Tuban,2023,Agustus,15026.36
Kabupaten Tuban,2023,September,49276.16
Kabupaten Tuban,2023,Oktober,47312.45
Kabupaten Tuban,2023,November,9675.63
Kabupaten Tuban,2023,Desember,2415.34
Kabupaten Tuban,2024,Januari,45786.79
Kabupaten Tuban,2024,Februari,48067.7
Kabupaten Tuban,2024,Maret,53556.32
Kabupaten Tuban,2024,April,106059.88
Kabupaten Tuban,2024,Mei,57927.6
Kabupaten Tuban,2024,Juni,26444.97
Kabupaten Tuban,2024,Juli,34307.09
Kabupaten Tuban,2024,Agustus,19551.51
Kabupaten Tuban,2024,September,58462.63
Kabupaten Tuban,2024,Oktober,54889.52
Kabupaten Tuban,2024,November,13042.83
Kabupaten Tuban,2024,Desember,4970.65
Kabupaten Tulungagung,2018,Januari,2210.32
Kabupaten Tulungagung,2018,Februari,11479.46
Kabupaten Tulungagung,2018,Maret,35537.57
Kabupaten Tulungagung,2018,April,65542.98
Kabupaten Tulungagung,2018,Mei,10914.95
Kabupaten Tulungagung,2018,Juni,6344.94
Kabupaten Tulungagung,2018,Juli,16147.51
Kabupaten Tulungagung,2018,Agustus,40925.79
Kabupaten Tulungagung,2018,September,14358.72
Kabupaten Tulungagung,2018,Oktober,6978.27
Kabupaten Tulungagung,2018,November,6035.56
Kabupaten Tulungagung,2018,Desember,408.55
Kabupaten Tulungagung,2019,Januari,4610.19
Kabupaten Tulungagung,2019,Februari,2517.03
Kabupaten Tulungagung,2019,Maret,15875.9
Kabupaten Tulungagung,2019,April,49525.63
Kabupaten Tulungagung,2019,Mei,32536.31
Kabupaten Tulungagung,2019,Juni,7172.69
Kabupaten Tulungagung,2019,Juli,6483.37
Kabupaten Tulungagung,2019,Agustus,36305.8
Kabupaten Tulungagung,2019,September,25987.45
Kabupaten Tulungagung,2019,Oktober,7037.46
Kabupaten Tulungagung,2019,November,5453.04
Kabupaten Tulungagung,2019,Desember,2925.71
Kabupaten Tulungagung,2020,Januari,5272.38
Kabupaten Tulungagung,2020,Februari,467.61
Kabupaten Tulungagung,2020,Maret,2897.05
Kabupaten Tulungagung,2020,April,44982.98
Kabupaten Tulungagung,2020,Mei,57332.97
Kabupaten Tulungagung,2020,Juni,15334.57
Kabupaten Tulungagung,2020,Juli,1248.75
Kabupaten Tulungagung,2020,Agustus,16803.2
Kabupaten Tulungagung,2020,September,32241.42
Kabupaten Tulungagung,2020,Oktober,31986.65
Kabupaten Tulungagung,2020,November,5256.44
Kabupaten Tulungagung,2020,Desember,574.11
Kabupaten Tulungagung,2021,Januari,3176.82
Kabupaten Tulungagung,2021,Februari,21040.78
Kabupaten Tulungagung,2021,Maret,21846.71
Kabupaten Tulungagung,2021,April,55933.06
Kabupaten Tulungagung,2021,Mei,19781.03
Kabupaten Tulungagung,2021,Juni,14473.37
Kabupaten Tulungagung,2021,Juli,17635.51
Kabupaten Tulungagung,2021,Agustus,33153.41
Kabupaten Tulungagung,2021,September,26320.94
Kabupaten Tulungagung,2021,Oktober,13236.8
Kabupaten Tulungagung,2021,November,7239.09
Kabupaten Tulungagung,2021,Desember,4079.44
Kabupaten Tulungagung,2022,Januari,11798.84
Kabupaten Tulungagung,2022,Februari,4578.55
Kabupaten Tulungagung,2022,Maret,23033.24
Kabupaten Tulungagung,2022,April,57337.95
Kabupaten Tulungagung,2022,Mei,15382.79
Kabupaten Tulungagung,2022,Juni,8553.07
Kabupaten Tulungagung,2022,Juli,14414.74
Kabupaten Tulungagung,2022,Agustus,37918.48
Kabupaten Tulungagung,2022,September,10850.19
Kabupaten Tulungagung,2022,Oktober,11263.0
Kabupaten Tulungagung,2022,November,7655.2
Kabupaten Tulungagung,2022,Desember,4431.21
Kabupaten Tulungagung,2023,Januari,13878.91
Kabupaten Tulungagung,2023,Februari,9046.44
Kabupaten Tulungagung,2023,Maret,56803.12
Kabupaten Tulungagung,2023,April,31040.53
Kabupaten Tulungagung,2023,Mei,9592.47
Kabupaten Tulungagung,2023,Juni,10703.09
Kabupaten Tulungagung,2023,Juli,30482.44
Kabupaten Tulungagung,2023,Agustus,31382.92
Kabupaten Tulungagung,2023,September,13242.54
Kabupaten Tulungagung,2023,Oktober,10114.83
Kabupaten Tulungagung,2023,November,9791.24
Kabupaten Tulungagung,2023,Desember,9423.58
Kabupaten Tulungagung,2024,Januari,7995.45
Kabupaten Tulungagung,2024,Februari,7469.06
Kabupaten Tulungagung,2024,Maret,4762.05
Kabupaten Tulungagung,2024,April,38892.89
Kabupaten Tulungagung,2024,Mei,42110.8
Kabupaten Tulungagung,2024,Juni,27817.51
Kabupaten Tulungagung,2024,Juli,7922.19
Kabupaten Tulungagung,2024,Agustus,25597.26
Kabupaten Tulungagung,2024,September,16160.7
Kabupaten Tulungagung,2024,Oktober,21073.99
Kabupaten Tulungagung,2024,November,11947.9
Kabupaten Tulungagung,2024,Desember,3070.97
Kota Batu,2018,Januari,1021.5
Kota Batu,2018,Februari,0.0
Kota Batu,2018,Maret,856.09
Kota Batu,2018,April,1006.31
Kota Batu,2018,Mei,887.94
Kota Batu,2018,Juni,260.31
Kota Batu,2018,Juli,0.0
Kota Batu,2018,Agustus,516.84
Kota Batu,2018,September,87.13
Kota Batu,2018,Oktober,196.02
Kota Batu,2018,November,457.32
Kota Batu,2018,Desember,580.07
Kota Batu,2019,Januari,650.58
Kota Batu,2019,Februari,171.09
Kota Batu,2019,Maret,0.0
Kota Batu,2019,April,456.21
Kota Batu,2019,Mei,1110.45
Kota Batu,2019,Juni,1553.37
Kota Batu,2019,Juli,324.55
Kota Batu,2019,Agustus,499.82
Kota Batu,2019,September,106.0
Kota Batu,2019,Oktober,53.03
Kota Batu,2019,November,0.0
Kota Batu,2019,Desember,106.0
Kota Batu,2020,Januari,52.06
Kota Batu,2020,Februari,61.01
Kota Batu,2020,Maret,39.66
Kota Batu,2020,April,166.46
Kota Batu,2020,Mei,720.03
Kota Batu,2020,Juni,1368.82
Kota Batu,2020,Juli,561.58
Kota Batu,2020,Agustus,341.73
Kota Batu,2020,September,325.0
Kota Batu,2020,Oktober,0.0
Kota Batu,2020,November,243.71
Kota Batu,2020,Desember,284.38
Kota Batu,2021,Januari,277.66
Kota Batu,2021,Februari,324.01
Kota Batu,2021,Maret,324.01
Kota Batu,2021,April,157.3
Kota Batu,2021,Mei,962.73
Kota Batu,2021,Juni,811.33
Kota Batu,2021,Juli,476.22
Kota Batu,2021,Agustus,761.86
Kota Batu,2021,September,368.71
Kota Batu,2021,Oktober,60.0
Kota Batu,2021,November,308.71
Kota Batu,2021,Desember,917.65
Kota Batu,2022,Januari,686.14
Kota Batu,2022,Februari,727.91
Kota Batu,2022,Maret,309.61
Kota Batu,2022,April,359.71
Kota Batu,2022,Mei,551.46
Kota Batu,2022,Juni,884.77
Kota Batu,2022,Juli,627.93
Kota Batu,2022,Agustus,695.72
Kota Batu,2022,September,355.33
Kota Batu,2022,Oktober,436.62
Kota Batu,2022,November,192.96
Kota Batu,2022,Desember,934.41
Kota Batu,2023,Januari,629.29
Kota Batu,2023,Februari,460.36
Kota Batu,2023,Maret,497.79
Kota Batu,2023,April,178.47
Kota Batu,2023,Mei,1009.37
Kota Batu,2023,Juni,654.83
Kota Batu,2023,Juli,563.89
Kota Batu,2023,Agustus,509.3
Kota Batu,2023,September,0.0
Kota Batu,2023,Oktober,0.0
Kota Batu,2023,November,51.35
Kota Batu,2023,Desember,308.16
Kota Batu,2024,Januari,668.6
Kota Batu,2024,Februari,308.63
Kota Batu,2024,Maret,51.43
Kota Batu,2024,April,102.85
Kota Batu,2024,Mei,523.72
Kota Batu,2024,Juni,464.55
Kota Batu,2024,Juli,741.33
Kota Batu,2024,Agustus,98.83
Kota Batu,2024,September,103.54
Kota Batu,2024,Oktober,51.77
Kota Batu,2024,November,51.77
Kota Batu,2024,Desember,492.39
Kota Blitar,2018,Januari,0.0
Kota Blitar,2018,Februari,0.0
Kota Blitar,2018,Maret,1390.46
Kota Blitar,2018,April,2737.39
Kota Blitar,2018,Mei,419.05
Kota Blitar,2018,Juni,0.0
Kota Blitar,2018,Juli,0.0
Kota Blitar,2018,Agustus,324.39
Kota Blitar,2018,September,0.0
Kota Blitar,2018,Oktober,0.0
Kota Blitar,2018,November,0.0
Kota Blitar,2018,Desember,0.0
Kota Blitar,2019,Januari,0.0
Kota Blitar,2019,Februari,70.63
Kota Blitar,2019,Maret,693.65
Kota Blitar,2019,April,1863.42
Kota Blitar,2019,Mei,1181.48
Kota Blitar,2019,Juni,1130.77
Kota Blitar,2019,Juli,479.96
Kota Blitar,2019,Agustus,406.2
Kota Blitar,2019,September,258.47
Kota Blitar,2019,Oktober,0.0
Kota Blitar,2019,November,0.0
Kota Blitar,2019,Desember,0.0
Kota Blitar,2020,Januari,0.0
Kota Blitar,2020,Februari,0.0
Kota Blitar,2020,Maret,0.0
Kota Blitar,2020,April,669.7
Kota Blitar,2020,Mei,2128.82
Kota Blitar,2020,Juni,1457.12
Kota Blitar,2020,Juli,74.01
Kota Blitar,2020,Agustus,424.98
Kota Blitar,2020,September,519.61
Kota Blitar,2020,Oktober,0.0
Kota Blitar,2020,November,0.0
Kota Blitar,2020,Desember,0.0
Kota Blitar,2021,Januari,41.29
Kota Blitar,2021,Februari,41.29
Kota Blitar,2021,Maret,264.26
Kota Blitar,2021,April,2833.08
Kota Blitar,2021,Mei,1653.82
Kota Blitar,2021,Juni,83.35
Kota Blitar,2021,Juli,123.19
Kota Blitar,2021,Agustus,448.93
Kota Blitar,2021,September,304.09
Kota Blitar,2021,Oktober,0.0
Kota Blitar,2021,November,0.0
Kota Blitar,2021,Desember,0.0
Kota Blitar,2022,Januari,47.24
Kota Blitar,2022,Februari,0.0
Kota Blitar,2022,Maret,229.91
Kota Blitar,2022,April,3314.9
Kota Blitar,2022,Mei,1316.2
Kota Blitar,2022,Juni,0.0
Kota Blitar,2022,Juli,38.96
Kota Blitar,2022,Agustus,155.98
Kota Blitar,2022,September,108.94
Kota Blitar,2022,Oktober,0.0
Kota Blitar,2022,November,0.0
Kota Blitar,2022,Desember,0.0
Kota Blitar,2023,Januari,45.73
Kota Blitar,2023,Februari,47.8
Kota Blitar,2023,Maret,911.54
Kota Blitar,2023,April,3096.49
Kota Blitar,2023,Mei,738.4
Kota Blitar,2023,Juni,42.85
Kota Blitar,2023,Juli,42.85
Kota Blitar,2023,Agustus,502.97
Kota Blitar,2023,September,208.05
Kota Blitar,2023,Oktober,0.0
Kota Blitar,2023,November,0.0
Kota Blitar,2023,Desember,0.0
Kota Blitar,2024,Januari,0.0
Kota Blitar,2024,Februari,0.0
Kota Blitar,2024,Maret,0.0
Kota Blitar,2024,April,382.99
Kota Blitar,2024,Mei,1500.12
Kota Blitar,2024,Juni,542.92
Kota Blitar,2024,Juli,135.27
Kota Blitar,2024,Agustus,366.85
Kota Blitar,2024,September,712.14
Kota Blitar,2024,Oktober,81.88
Kota Blitar,2024,November,0.0
Kota Blitar,2024,Desember,0.0
Kota Kediri,2018,Januari,351.89
Kota Kediri,2018,Februari,163.01
Kota Kediri,2018,Maret,2171.06
Kota Kediri,2018,April,2320.06
Kota Kediri,2018,Mei,171.72
Kota Kediri,2018,Juni,0.0
Kota Kediri,2018,Juli,2009.92
Kota Kediri,2018,Agustus,2487.17
Kota Kediri,2018,September,210.68
Kota Kediri,2018,Oktober,0.0
Kota Kediri,2018,November,0.0
Kota Kediri,2018,Desember,320.05
Kota Kediri,2019,Januari,643.85
Kota Kediri,2019,Februari,206.69
Kota Kediri,2019,Maret,604.37
Kota Kediri,2019,April,2520.17
Kota Kediri,2019,Mei,517.73
Kota Kediri,2019,Juni,283.79
Kota Kediri,2019,Juli,108.36
Kota Kediri,2019,Agustus,755.94
Kota Kediri,2019,September,1279.94
Kota Kediri,2019,Oktober,112.15
Kota Kediri,2019,November,0.0
Kota Kediri,2019,Desember,0.0
Kota Kediri,2020,Januari,0.0
Kota Kediri,2020,Februari,197.58
Kota Kediri,2020,Maret,1025.89
Kota Kediri,2020,April,2744.26
Kota Kediri,2020,Mei,1338.16
Kota Kediri,2020,Juni,196.83
Kota Kediri,2020,Juli,0.0
Kota Kediri,2020,Agustus,1318.6
Kota Kediri,2020,September,2052.2
Kota Kediri,2020,Oktober,460.09
Kota Kediri,2020,November,950.2
Kota Kediri,2020,Desember,0.0
Kota Kediri,2021,Januari,302.85
Kota Kediri,2021,Februari,100.95
Kota Kediri,2021,Maret,1478.5
Kota Kediri,2021,April,2319.69
Kota Kediri,2021,Mei,1017.84
Kota Kediri,2021,Juni,142.95
Kota Kediri,2021,Juli,363.73
Kota Kediri,2021,Agustus,1803.01
Kota Kediri,2021,September,1445.47
Kota Kediri,2021,Oktober,325.59
Kota Kediri,2021,November,0.0
Kota Kediri,2021,Desember,234.28
Kota Kediri,2022,Januari,622.98
Kota Kediri,2022,Februari,891.6
Kota Kediri,2022,Maret,1021.33
Kota Kediri,2022,April,2394.0
Kota Kediri,2022,Mei,618.85
Kota Kediri,2022,Juni,83.74
Kota Kediri,2022,Juli,623.67
Kota Kediri,2022,Agustus,1823.91
Kota Kediri,2022,September,446.33
Kota Kediri,2022,Oktober,155.05
Kota Kediri,2022,November,492.93
Kota Kediri,2022,Desember,1023.11
Kota Kediri,2023,Januari,200.36
Kota Kediri,2023,Februari,328.4
Kota Kediri,2023,Maret,492.58
Kota Kediri,2023,April,1141.16
Kota Kediri,2023,Mei,2236.15
Kota Kediri,2023,Juni,0.0
Kota Kediri,2023,Juli,97.79
Kota Kediri,2023,Agustus,2328.37
Kota Kediri,2023,September,572.61
Kota Kediri,2023,Oktober,257.96
Kota Kediri,2023,November,0.0
Kota Kediri,2023,Desember,616.19
Kota Kediri,2024,Januari,231.69
Kota Kediri,2024,Februari,0.0
Kota Kediri,2024,Maret,305.68
Kota Kediri,2024,April,1409.86
Kota Kediri,2024,Mei,2667.76
Kota Kediri,2024,Juni,182.32
Kota Kediri,2024,Juli,0.0
Kota Kediri,2024,Agustus,1644.41
Kota Kediri,2024,September,1445.86
Kota Kediri,2024,Oktober,159.98
Kota Kediri,2024,November,0.0
Kota Kediri,2024,Desember,345.35
Kota Madiun,2018,Januari,0.0
Kota Madiun,2018,Februari,116.48
Kota Madiun,2018,Maret,3492.35
Kota Madiun,2018,April,58.24
Kota Madiun,2018,Mei,0.0
Kota Madiun,2018,Juni,237.74
Kota Madiun,2018,Juli,3004.76
Kota Madiun,2018,Agustus,108.11
Kota Madiun,2018,September,77.65
Kota Madiun,2018,Oktober,0.0
Kota Madiun,2018,November,1234.8
Kota Madiun,2018,Desember,155.24
Kota Madiun,2019,Januari,0.0
Kota Madiun,2019,Februari,0.0
Kota Madiun,2019,Maret,2387.23
Kota Madiun,2019,April,947.25
Kota Madiun,2019,Mei,0.0
Kota Madiun,2019,Juni,0.0
Kota Madiun,2019,Juli,3083.48
Kota Madiun,2019,Agustus,568.91
Kota Madiun,2019,September,0.0
Kota Madiun,2019,Oktober,0.0
Kota Madiun,2019,November,829.95
Kota Madiun,2019,Desember,442.57
Kota Madiun,2020,Januari,6.05
Kota Madiun,2020,Februari,0.0
Kota Madiun,2020,Maret,464.77
Kota Madiun,2020,April,2709.01
Kota Madiun,2020,Mei,0.0
Kota Madiun,2020,Juni,0.0
Kota Madiun,2020,Juli,3772.64
Kota Madiun,2020,Agustus,1179.45
Kota Madiun,2020,September,0.0
Kota Madiun,2020,Oktober,92.23
Kota Madiun,2020,November,3080.78
Kota Madiun,2020,Desember,1007.8
Kota Madiun,2021,Januari,35.68
Kota Madiun,2021,Februari,0.0
Kota Madiun,2021,Maret,2982.28
Kota Madiun,2021,April,1661.74
Kota Madiun,2021,Mei,0.0
Kota Madiun,2021,Juni,36.13
Kota Madiun,2021,Juli,4232.01
Kota Madiun,2021,Agustus,434.75
Kota Madiun,2021,September,92.17
Kota Madiun,2021,Oktober,92.17
Kota Madiun,2021,November,3384.0
Kota Madiun,2021,Desember,554.88
Kota Madiun,2022,Januari,0.0
Kota Madiun,2022,Februari,0.0
Kota Madiun,2022,Maret,2932.19
Kota Madiun,2022,April,1633.82
Kota Madiun,2022,Mei,0.0
Kota Madiun,2022,Juni,0.0
Kota Madiun,2022,Juli,3051.13
Kota Madiun,2022,Agustus,321.64
Kota Madiun,2022,September,0.0
Kota Madiun,2022,Oktober,82.24
Kota Madiun,2022,November,2828.82
Kota Madiun,2022,Desember,604.08
Kota Madiun,2023,Januari,63.51
Kota Madiun,2023,Februari,0.0
Kota Madiun,2023,Maret,2828.31
Kota Madiun,2023,April,1097.14
Kota Madiun,2023,Mei,33.7
Kota Madiun,2023,Juni,0.0
Kota Madiun,2023,Juli,2153.67
Kota Madiun,2023,Agustus,2232.66
Kota Madiun,2023,September,35.32
Kota Madiun,2023,Oktober,0.0
Kota Madiun,2023,November,1308.75
Kota Madiun,2023,Desember,2416.56
Kota Madiun,2024,Januari,68.74
Kota Madiun,2024,Februari,0.0
Kota Madiun,2024,Maret,866.48
Kota Madiun,2024,April,3366.29
Kota Madiun,2024,Mei,246.01
Kota Madiun,2024,Juni,0.0
Kota Madiun,2024,Juli,828.81
Kota Madiun,2024,Agustus,3606.77
Kota Madiun,2024,September,104.88
Kota Madiun,2024,Oktober,0.0
Kota Madiun,2024,November,1459.65
Kota Madiun,2024,Desember,2062.79
Kota Malang,2018,Januari,1204.74
Kota Malang,2018,Februari,501.48
Kota Malang,2018,Maret,886.57
Kota Malang,2018,April,537.02
Kota Malang,2018,Mei,887.44
Kota Malang,2018,Juni,828.45
Kota Malang,2018,Juli,1307.27
Kota Malang,2018,Agustus,889.85
Kota Malang,2018,September,1459.18
Kota Malang,2018,Oktober,647.83
Kota Malang,2018,November,1447.96
Kota Malang,2018,Desember,1252.3
Kota Malang,2019,Januari,396.44
Kota Malang,2019,Februari,1905.94
Kota Malang,2019,Maret,1595.45
Kota Malang,2019,April,500.25
Kota Malang,2019,Mei,742.87
Kota Malang,2019,Juni,867.67
Kota Malang,2019,Juli,388.52
Kota Malang,2019,Agustus,1891.72
Kota Malang,2019,September,2365.49
Kota Malang,2019,Oktober,422.11
Kota Malang,2019,November,1269.94
Kota Malang,2019,Desember,1563.3
Kota Malang,2020,Januari,199.52
Kota Malang,2020,Februari,1580.81
Kota Malang,2020,Maret,2275.13
Kota Malang,2020,April,334.18
Kota Malang,2020,Mei,1645.29
Kota Malang,2020,Juni,124.06
Kota Malang,2020,Juli,346.0
Kota Malang,2020,Agustus,2057.63
Kota Malang,2020,September,1430.59
Kota Malang,2020,Oktober,543.04
Kota Malang,2020,November,690.22
Kota Malang,2020,Desember,497.28
Kota Malang,2021,Januari,870.43
Kota Malang,2021,Februari,1801.68
Kota Malang,2021,Maret,1209.87
Kota Malang,2021,April,542.85
Kota Malang,2021,Mei,680.58
Kota Malang,2021,Juni,762.58
Kota Malang,2021,Juli,572.63
Kota Malang,2021,Agustus,1990.77
Kota Malang,2021,September,1073.28
Kota Malang,2021,Oktober,183.36
Kota Malang,2021,November,704.76
Kota Malang,2021,Desember,918.61
Kota Malang,2022,Januari,453.91
Kota Malang,2022,Februari,1364.21
Kota Malang,2022,Maret,1475.71
Kota Malang,2022,April,196.47
Kota Malang,2022,Mei,781.06
Kota Malang,2022,Juni,893.36
Kota Malang,2022,Juli,828.37
Kota Malang,2022,Agustus,950.2
Kota Malang,2022,September,1002.1
Kota Malang,2022,Oktober,358.02
Kota Malang,2022,November,1110.06
Kota Malang,2022,Desember,1357.68
Kota Malang,2023,Januari,782.25
Kota Malang,2023,Februari,750.81
Kota Malang,2023,Maret,374.34
Kota Malang,2023,April,488.53
Kota Malang,2023,Mei,2132.37
Kota Malang,2023,Juni,904.07
Kota Malang,2023,Juli,1039.14
Kota Malang,2023,Agustus,90.62
Kota Malang,2023,September,425.37
Kota Malang,2023,Oktober,988.21
Kota Malang,2023,November,776.36
Kota Malang,2023,Desember,1566.5
Kota Malang,2024,Januari,916.58
Kota Malang,2024,Februari,70.81
Kota Malang,2024,Maret,901.34
Kota Malang,2024,April,834.08
Kota Malang,2024,Mei,933.86
Kota Malang,2024,Juni,1517.29
Kota Malang,2024,Juli,876.89
Kota Malang,2024,Agustus,348.68
Kota Malang,2024,September,405.71
Kota Malang,2024,Oktober,857.81
Kota Malang,2024,November,1293.86
Kota Malang,2024,Desember,1539.74
Kota Mojokerto,2018,Januari,254.88
Kota Mojokerto,2018,Februari,48.53
Kota Mojokerto,2018,Maret,0.0
Kota Mojokerto,2018,April,489.29
Kota Mojokerto,2018,Mei,664.26
Kota Mojokerto,2018,Juni,398.54
Kota Mojokerto,2018,Juli,0.0
Kota Mojokerto,2018,Agustus,622.89
Kota Mojokerto,2018,September,707.55
Kota Mojokerto,2018,Oktober,52.88
Kota Mojokerto,2018,November,223.68
Kota Mojokerto,2018,Desember,719.65
Kota Mojokerto,2019,Januari,487.53
Kota Mojokerto,2019,Februari,0.0
Kota Mojokerto,2019,Maret,45.29
Kota Mojokerto,2019,April,73.14
Kota Mojokerto,2019,Mei,439.42
Kota Mojokerto,2019,Juni,618.91
Kota Mojokerto,2019,Juli,292.0
Kota Mojokerto,2019,Agustus,0.0
Kota Mojokerto,2019,September,268.45
Kota Mojokerto,2019,Oktober,562.21
Kota Mojokerto,2019,November,453.86
Kota Mojokerto,2019,Desember,325.07
Kota Mojokerto,2020,Januari,231.15
Kota Mojokerto,2020,Februari,308.07
Kota Mojokerto,2020,Maret,0.0
Kota Mojokerto,2020,April,173.32
Kota Mojokerto,2020,Mei,731.1
Kota Mojokerto,2020,Juni,692.43
Kota Mojokerto,2020,Juli,188.95
Kota Mojokerto,2020,Agustus,377.96
Kota Mojokerto,2020,September,766.71
Kota Mojokerto,2020,Oktober,768.52
Kota Mojokerto,2020,November,223.57
Kota Mojokerto,2020,Desember,0.0
Kota Mojokerto,2021,Januari,0.0
Kota Mojokerto,2021,Februari,0.0
Kota Mojokerto,2021,Maret,475.49
Kota Mojokerto,2021,April,397.77
Kota Mojokerto,2021,Mei,1176.57
Kota Mojokerto,2021,Juni,32.08
Kota Mojokerto,2021,Juli,0.0
Kota Mojokerto,2021,Agustus,0.0
Kota Mojokerto,2021,September,1073.51
Kota Mojokerto,2021,Oktober,1185.99
Kota Mojokerto,2021,November,73.52
Kota Mojokerto,2021,Desember,0.0
Kota Mojokerto,2022,Januari,0.0
Kota Mojokerto,2022,Februari,180.6
Kota Mojokerto,2022,Maret,0.0
Kota Mojokerto,2022,April,664.85
Kota Mojokerto,2022,Mei,889.89
Kota Mojokerto,2022,Juni,56.5
Kota Mojokerto,2022,Juli,321.07
Kota Mojokerto,2022,Agustus,578.05
Kota Mojokerto,2022,September,848.77
Kota Mojokerto,2022,Oktober,716.41
Kota Mojokerto,2022,November,194.19
Kota Mojokerto,2022,Desember,582.63
Kota Mojokerto,2023,Januari,0.0
Kota Mojokerto,2023,Februari,226.03
Kota Mojokerto,2023,Maret,64.58
Kota Mojokerto,2023,April,811.47
Kota Mojokerto,2023,Mei,395.76
Kota Mojokerto,2023,Juni,151.4
Kota Mojokerto,2023,Juli,90.84
Kota Mojokerto,2023,Agustus,121.12
Kota Mojokerto,2023,September,995.67
Kota Mojokerto,2023,Oktober,227.43
Kota Mojokerto,2023,November,208.48
Kota Mojokerto,2023,Desember,0.0
Kota Mojokerto,2024,Januari,79.46
Kota Mojokerto,2024,Februari,181.53
Kota Mojokerto,2024,Maret,90.77
Kota Mojokerto,2024,April,121.02
Kota Mojokerto,2024,Mei,1170.32
Kota Mojokerto,2024,Juni,0.0
Kota Mojokerto,2024,Juli,0.0
Kota Mojokerto,2024,Agustus,0.0
Kota Mojokerto,2024,September,1132.53
Kota Mojokerto,2024,Oktober,549.3
Kota Mojokerto,2024,November,124.4
Kota Mojokerto,2024,Desember,0.3
Kota Pasuruan,2018,Januari,1168.79
Kota Pasuruan,2018,Februari,569.72
Kota Pasuruan,2018,Maret,1504.47
Kota Pasuruan,2018,April,941.42
Kota Pasuruan,2018,Mei,1244.64
Kota Pasuruan,2018,Juni,853.8
Kota Pasuruan,2018,Juli,496.93
Kota Pasuruan,2018,Agustus,1020.64
Kota Pasuruan,2018,September,1474.7
Kota Pasuruan,2018,Oktober,745.13
Kota Pasuruan,2018,November,1239.46
Kota Pasuruan,2018,Desember,586.87
Kota Pasuruan,2019,Januari,1200.42
Kota Pasuruan,2019,Februari,677.14
Kota Pasuruan,2019,Maret,602.18
Kota Pasuruan,2019,April,588.95
Kota Pasuruan,2019,Mei,750.16
Kota Pasuruan,2019,Juni,1170.19
Kota Pasuruan,2019,Juli,979.44
Kota Pasuruan,2019,Agustus,654.12
Kota Pasuruan,2019,September,774.05
Kota Pasuruan,2019,Oktober,636.89
Kota Pasuruan,2019,November,906.03
Kota Pasuruan,2019,Desember,1865.14
Kota Pasuruan,2020,Januari,171.84
Kota Pasuruan,2020,Februari,653.58
Kota Pasuruan,2020,Maret,1002.02
Kota Pasuruan,2020,April,1819.75
Kota Pasuruan,2020,Mei,993.18
Kota Pasuruan,2020,Juni,849.5
Kota Pasuruan,2020,Juli,335.11
Kota Pasuruan,2020,Agustus,345.22
Kota Pasuruan,2020,September,1175.7
Kota Pasuruan,2020,Oktober,1749.53
Kota Pasuruan,2020,November,645.78
Kota Pasuruan,2020,Desember,374.0
Kota Pasuruan,2021,Januari,584.96
